claim,claim_en,verdict,train_mask,val_mask,test_mask,health_word
CDC illegally changed mortality count rules and inflated Covid-19 death toll,CDC illegally changed mortality count rules and inflated Covid-19 death toll,misinformation,True,False,False,mortality
Záchvat ženy v argentinské nemocnici způsobila vakcína,A vaccine caused a seizure of a woman in an Argentine hospital,misinformation,True,False,False,hospital
Una mujer convulsiona en la guardia de un hospital argentino tras recibir la vacuna contra el covid-19,A woman convulses in the guard of an Argentine hospital after receiving the vaccine against covid-19,misinformation,True,False,False,hospital
Image of Magufuli in hospital before he died,Image of Magufuli in hospital before he died,misinformation,True,False,False,hospital
DMX fans escorting his body from hospital,DMX fans escorting his body from hospital,misinformation,True,False,False,hospital
El estudio del hospital de Barbastro de Huesca demuestra una relacion entre la COVID-19 y la vacuna de la gripe,The study of the hospital of Barbastro de Huesca shows a relationship between COVID-19 and the flu vaccine,misinformation,True,False,False,hospital
網傳「50 歲以下的健康人不需接種疫苗、無症狀傳播幾乎不存在、感染過的人不用打疫苗」的影片。,"A video that ""healthy people under the age of 50 do not need to be vaccinated, asymptomatic transmission is almost non-existent, and people who have been infected do not need to be vaccinated.""",misinformation,True,False,False,age
"O hospital John Hopkins enviou o seguinte a respeito do COVID-19. Excelente artigo e recomendações: * O vírus não é um organismo vivo, mas uma molécula de proteína (DNA) coberta por uma camada protetora de lipídios (gordura)","John Hopkins Hospital sent the following regarding COVID-19. Excellent article and recommendations: * The virus is not a living organism, but a protein molecule (DNA) covered by a protective layer of lipids (fat)",misinformation,True,False,False,hospital
"""The United States has achieved a significant lower [COVID-19] mortality rate than almost all other countries.""","""The United States has achieved a significant lower [COVID-19] mortality rate than almost all other countries.""",misinformation,True,False,False,mortality
"Convalescent plasma had been “proven to reduce mortality by 35%"" in hospitalized COVID-19 patients.","Convalescent plasma had been “proven to reduce mortality by 35%"" in hospitalized COVID-19 patients.",misinformation,True,False,False,mortality
بابری اسپتال کی تصویر,Photo of Babri Hospital,misinformation,False,True,False,hospital
Viral image shows the plan for Babri Hospital.,Viral image shows the plan for Babri Hospital.,misinformation,False,True,False,hospital
अयोध्या में बनने वाले बाबरी अस्पताल का ब्लू प्रिंट,Blue print of Babri Hospital to be built in Ayodhya,misinformation,False,True,False,hospital
Image shows blueprint for Babri Hospital,Image shows blueprint for Babri Hospital,misinformation,False,True,False,hospital
Claim:model picture of babri hospital to be built in Ayodhya,Claim:model picture of babri hospital to be built in Ayodhya,misinformation,False,True,False,hospital
ভিডিও দেখায় হাসপাতালে মারা যাওয়ার আগে ঋষি কপূরের শেষ ভিডিও,The video shows the last video of Rishi Kapoor before he died in the hospital,misinformation,True,False,False,hospital
Narendra Modi visits Mukesh Ambanis newborn grandson at the hospital.,Narendra Modi visits Mukesh Ambanis newborn grandson at the hospital.,misinformation,True,False,False,hospital
PM Narendra Modi visited newly born grandson of Mukesh Ambani and Nita Ambani at the hospital,PM Narendra Modi visited newly born grandson of Mukesh Ambani and Nita Ambani at the hospital,misinformation,True,False,False,hospital
ఇటీవల జన్మించిన ముకేష్ అంబానీ మనవడిని చూడ్డానికి మోదీ హాస్పిటల్ కి వెళ్ళాడు,Modi went to the hospital to see his recently born grandson Mukesh Ambani,misinformation,True,False,False,hospital
PM Modi visited Ambani’s grandson at the hospital,PM Modi visited Ambani’s grandson at the hospital,misinformation,True,False,False,hospital
ছবির দাবি হাসপাতালে মুকেশ অম্বানীর নাতি দেখতে গেছেন প্রধানমন্ত্রী নরেন্দ্র মোদী,Prime Minister Narendra Modi has gone to see Mukesh Ambani's grandson at the hospital demanding the photo,misinformation,True,False,False,hospital
"ਯੂਜ਼ਰ ਦਾਅਵਾ ਕਰ ਰਹੇ ਹਨ ਕਿ ਪ੍ਰਧਾਨਮੰਤਰੀ ਕਿਸਾਨਾਂ ਨਾਲ ਨਹੀਂ ਮੁਲਾਕਾਤ ਕਰ ਰਹੇ, ਪਰ ਅੰਬਾਨੀ ਦੇ ਪੋਤੇ ਨਾਲ ਮਿਲਣ ਲਈ ਹਸਪਤਾਲ ਗਏ।","Users are claiming that the Prime Minister is not meeting the farmers, but went to the hospital to meet Ambani's grandson.",misinformation,True,False,False,hospital
এই ছবিতে শিল্পপতি মুকেশ আম্বানির নাতিকে দেখতে প্রধানমন্ত্রী মোদীর হাসপাতালে যেতে দেখা যায়,"In this photo, Prime Minister Modi is seen going to the hospital to see the grandson of industrialist Mukesh Ambani",misinformation,True,False,False,hospital
Modi visit Mukesh Ambanis newborn grandson at hospital,Modi visit Mukesh Ambanis newborn grandson at hospital,misinformation,True,False,False,hospital
Claim: Modi not visited hospital to see Mukesh Ambani grandson,Claim: Modi not visited hospital to see Mukesh Ambani grandson,misinformation,True,False,False,hospital
مجموعة صور تُظهر ولادة طفل بأسنان كاملة في رومانيا، وقال الأطباء إنّ أسنانه في حالة نمو تامّ كأي إنسان تجاوز عمره 25 سنة.,"A group of pictures showing the birth of a child with complete teeth in Romania, and doctors said that his teeth are in a state of full growth, like any human over the age of 25 years.",misinformation,True,False,False,age
"إغلاق مستشفى في مدينة ووهان الصينية بعد شفاء مصابي فايروس كورونا المستجد ""كوفيد19"" داخله.","The closure of a hospital in the Chinese city of Wuhan, after the recovery of the newly infected Corona virus “Covid 19” inside it.",factual,True,False,False,hospital
En el hospital Juan Ramón Jiménez de Huelva hay dos casos confirmados de coronavirus y diez en aislamiento,In the Juan Ramón Jiménez hospital in Huelva there are two confirmed cases of coronavirus and ten in isolation,misinformation,True,False,False,hospital
طبيب تونسي من مدينة عين دراهم لم يتجاوز عمره 43 عاماً، أجرى أول عملية على القلب خارج جسم المريض في العالم، وكللت بالنجاح.,"A Tunisian doctor from Ain Draham, no more than 43 years old, performed the first heart operation outside the patient's body in the world, and it was successful.",misinformation,True,False,False,patient
"Photos show a 1,000-bed advance hospital has been constructed in days at Rajasthan to tackle the Coronavirus outbreak.","Photos show a 1,000-bed advance hospital has been constructed in days at Rajasthan to tackle the Coronavirus outbreak.",misinformation,False,True,False,hospital
Video of the new hospital set up by China for Coronavirus patients,Video of the new hospital set up by China for Coronavirus patients,misinformation,False,True,False,hospital
الصين تبني: مستشفى للمصابين بفايروس كورونا في 48 ساعة فقط، وأول مبنى لمستشفى للمصابين بفايروس كورونا تم إنجازه في 16 ساعة فقط، ومبنى ضخم تم بناؤه كمستشفى للمصابين بفايروس كورونا في أربعة أيام.,"China builds: a hospital for people infected with Corona virus in just 48 hours, and the first building for a hospital for people infected with Corona virus was completed in only 16 hours, and a huge building was built as a hospital for people infected with Corona virus in four days.",misinformation,False,True,False,hospital
Se confirmó primer caso de coronavirus en Bogotá en hospital San Rafael,First case of coronavirus was confirmed in Bogotá at San Rafael hospital,misinformation,True,False,False,hospital
صورة للطبيب المصري محمد حشاد، وهو يحمل أسطوانة أكسجين في محاولة منه لإنقاذ حياة مصابي فايروس كورونا في إحدى مستشفيات العزل في مصر. وقد توفي بعد إصابته بفايروس كورونا المستجد.,"A picture of the Egyptian doctor, Mohamed Hashad, carrying an oxygen cylinder, in an attempt to save the lives of people infected with the Corona virus in an isolation hospital in Egypt. He died after contracting the emerging corona virus.",misinformation,True,False,False,hospital
Hacen pasar un maniquí por un paciente de coronavirus,They pass a mannequin for a coronavirus patient,misinformation,True,False,False,patient
صور أطباء نائمون من الإرهاق والتعب بعد معالجة مرضى فايروس كورونا.,Pictures of doctors sleeping from exhaustion and fatigue after treating Corona virus patients.,misinformation,True,False,False,fatigue
شفاء أكبر امرأة في العالم من فايروس كورونا المستجد، عمرها 126 عاماً.,"The oldest woman in the world has recovered from the emerging corona virus, at the age of 126 years.",factual,True,False,False,age
وفاة الشاب خالد ملك الراي الجزائريّ في أحد مشافي العاصمة الفرنسية باريس بعد إصابته بفايروس كورونا المستجد (كوفيد-19).,"The death of the Algerian Cheb Khaled King of Rai in a hospital in the French capital, Paris, after contracting the emerging corona virus (Covid-19).",misinformation,True,False,False,hospital
الإعلامي المصري عمرو أديب تعرض لحادث سير في مدينة أكتوبر المصرية ونُقل للمستشفى وهو في حالة حرجة.,The Egyptian journalist Amr Adib was involved in a traffic accident in the Egyptian city of October and was taken to the hospital in a critical condition.,misinformation,True,False,False,hospital
"Prince Philip died at 9 a.m. on April 9, the 99th day of the year, at the age of 99.","Prince Philip died at 9 a.m. on April 9, the 99th day of the year, at the age of 99.",misinformation,True,False,False,age
ممرضة برازيلية ملأت قفازاً بالماء الدافئ ليمنح إحساساً بلمسة بشرية لمريضة كورونا في مرحلة حرجة ولا يسمح لأحد بزيارتها.,"A Brazilian nurse filled a glove with warm water to give a sense of human touch to a critically ill Corona patient, and no one is allowed to visit her.",misinformation,True,False,False,patient
المنسق الإسرائيلي: حماس تصيب مستشفى عمر القاسم بقلقيلية في عزون بالصواريخ وأصابتها بأضرار.,The Israeli Coordinator: Hamas hits Omar al-Qasim Hospital in Qalqilya in Azzun with missiles and damages it.,misinformation,False,False,True,hospital
وفاة الفنان المصري سمير غانم عن عمر يناهز 84 عامًا.,The death of the Egyptian artist Samir Ghanem at the age of 84.,factual,True,False,False,age
Photo of Stan Swamy chained to his hospital bed in Mumbai,Photo of Stan Swamy chained to his hospital bed in Mumbai,misinformation,True,False,False,hospital
மருத்துவமனை படுக்கை ஒன்றில் சங்கிலியால் கால்கள் பிணைக்கப்பட்டிருக்கும் வயதான மனிதர்தான் ஸ்டேன் சுவாமி என்று பரவும் புகைப்படம் தவறானதாகும்.,The spreading photo of Stan Swamy as an old man with his legs chained in a hospital bed is misleading.,misinformation,True,False,False,hospital
"Image shows Jesuit priest and tribal activist Father Stan Swamy on oxygen support with his feet chained to the footboard of a hospital bed. He passed away in custody on July 5, 2021, at the age of 84.","Image shows Jesuit priest and tribal activist Father Stan Swamy on oxygen support with his feet chained to the footboard of a hospital bed. He passed away in custody on July 5, 2021, at the age of 84.",misinformation,True,False,False,"hospital, age"
An image of an old man chained to a hospital bed is of Father Stan Swamy.,An image of an old man chained to a hospital bed is of Father Stan Swamy.,misinformation,True,False,False,hospital
সোশ্যাল মিডিয়াতে ভাইরাল হাসপাতালের বিছানার সাথে এক বৃদ্ধকে শেকল দিয়ে বেঁধে রাখা হয়েছে। দাবি করা হচ্ছে এই ছবিটি জনজাতি অধিকার রক্ষা আন্দোলনের প্রধান Father Stan Swamy র। আমাদের অনুসন্ধানে প্রমানিত হয়েছে এই ছবিটি উত্তরপ্রদেশের আগ্রার। ছবিটির সাথে Stan Swamy র কোনো যোগ নেই।,"An old man has been chained to a viral hospital bed on social media. It is claimed that the picture was taken by Father Stan Swamy, the head of the tribal rights movement. Our search has proved that this picture is from Agra in Uttar Pradesh. Stan Swamy has nothing to do with the picture.",misinformation,True,False,False,hospital
Photo shows Father Stan Swamy chained in hospital,Photo shows Father Stan Swamy chained in hospital,misinformation,True,False,False,hospital
late Jesuit priest Stan Swamy tied to a hospital bed in Uttar Pradesh,late Jesuit priest Stan Swamy tied to a hospital bed in Uttar Pradesh,misinformation,True,False,False,hospital
"Viral video shows the alarming COVID-19 situation in Gandhi hospital in Hyderabad, Telangana.","Viral video shows the alarming COVID-19 situation in Gandhi hospital in Hyderabad, Telangana.",misinformation,True,False,False,hospital
Video of Kid Pushing Stretcher in Bihar's Hospital,Video of Kid Pushing Stretcher in Bihar's Hospital,misinformation,True,False,False,hospital
Video of a boy pushing a stretcher in a hospital with a patient on it is from Bihar.,Video of a boy pushing a stretcher in a hospital with a patient on it is from Bihar.,misinformation,True,False,False,"hospital, patient"
The upper age limit for Hindus in the civil services examination is 32 years and the age limit for Muslims is 35 years.,The upper age limit for Hindus in the civil services examination is 32 years and the age limit for Muslims is 35 years.,misinformation,True,False,False,age
Viral photo shows a waterlogged hospital in Bihar.,Viral photo shows a waterlogged hospital in Bihar.,misinformation,True,False,False,hospital
Dead body of a COVID-19 patient transmits the novel coronavirus,Dead body of a COVID-19 patient transmits the novel coronavirus,misinformation,True,False,False,patient
The video shows oxygen wastage in Delhis Deen Dayal Upadhyay Hospital.,The video shows oxygen wastage in Delhis Deen Dayal Upadhyay Hospital.,misinformation,True,False,False,hospital
"El coronavirus no evidencia síntomas de infección sino después de varios días. Cuando el enfermo tiene fiebre y tos, va al hospital,y ya los pulmones muestran un 50% de fibrosis por lo cual ya es demasiado tarde","The coronavirus does not show symptoms of infection until after several days. When the patient has a fever and cough, he goes to the hospital, and the lungs already show 50% fibrosis, so it is too late",misinformation,True,False,False,"hospital, patient"
Pablo Iglesias ha dado positivo en coronavirus tras realizarse las pruebas en un hospital privado de Madrid,Pablo Iglesias has tested positive for coronavirus after being tested in a private hospital in Madrid,misinformation,True,False,False,hospital
paciente con coronavirus en Chiapas,coronavirus patient in Chiapas,misinformation,True,False,False,patient
“Pesquisadores: Taxas De Mortalidade Disparam Em Israel Após Vacinação Contra COVID Da Pfizer”,"""Researchers: Mortality Rates Soar in Israel After Pfizer's COVID Vaccination""",misinformation,True,False,False,mortality
AS VACINAS MATAM MAIS QUE A DOENÇA!!! Pesquisa: Taxa de mortalidade por vacina para idosos de Israel 40 vezes maior do que mortes por COVID-19”.,VACCINES KILL MORE THAN DISEASE!!! Research: Vaccine mortality rate for elderly in Israel 40 times higher than deaths from COVID-19”.,misinformation,True,False,False,mortality
Israel: HOSPITAL LOTADO DE PACIENTES QUE TOMARAM A VACINA DO COVID 19 COM EFEITOS ADVERSOS GRAVES,Israel: HOSPITAL CROWDED WITH PATIENTS WHO TAKE THE COVID 19 VACCINE WITH SERIOUS ADVERSE EFFECTS,misinformation,True,False,False,hospital
"Enfermeira é flagrada com paciente com Covid-19 Enfermeira estaria com paciente Uma profissional foi flagrada, por funcionários de hospital, da ala de emergência, com paciente infectado por coronavírus","Nurse caught with patient with Covid-19 Nurse would be with patient A professional was caught, by hospital staff, in the emergency ward, with a patient infected with coronavirus",misinformation,True,False,False,"hospital, patient"
"A enfermeira Sandra M. Guerra, foi demitida no inicio da noite por ter ingenuamente divulgado imagens da UTI Referência Do Vírus Chinês Do Hospital Couto Maia, na Bahia, no dia de hoje, 21/04/202","Nurse Sandra M. Guerra was fired at the beginning of the evening for having naively divulged images of the ICU Reference of the Chinese Virus From the Hospital Couto Maia, in Bahia, today, 21/04/202",misinformation,True,False,False,hospital
Atenção: Mensagem interna da diretoria do hospital de Stanford: O novo Coronavírus pode não mostrar sinais de infecção por muitos dias. Como alguém pode saber se está infectado?,Attention: Internal Message from Stanford Hospital Board: The new Coronavirus may not show signs of infection for many days. How can anyone know if they are infected?,misinformation,True,False,False,hospital
O estudo internacional mais recente mostra que os países fizeram uso precoce da Hidroxicloroquina tiveram uma taxa de mortalidade 79%menor que os países que proibiram seu uso,The most recent international study shows that countries that used hydroxychloroquine early had a mortality rate 79% lower than countries that banned its use.,misinformation,True,False,False,mortality
Segundo informações apuradas pela Rádio Litoral FM Carlos Bolsonaro esteve hoje no Hospital Central do Exército no Rio de Janeiro e vacinou-se contra a Covid-19,According to information gathered by Rádio Litoral FM Carlos Bolsonaro was today at the Army's Central Hospital in Rio de Janeiro and was vaccinated against Covid-19,misinformation,True,False,False,hospital
Carlos Bolsonaro esteve hoje no Hospital Central do Exército no Rio de Janeiro e vacinou-se contra a COVID-19. #CarluxoFuraFila,Carlos Bolsonaro was today at the Army's Central Hospital in Rio de Janeiro and was vaccinated against COVID-19. #CarluxoFuraFila,misinformation,True,False,False,hospital
"Hoje começou a marcação de mamografia no Hospital Mário Kroeff , das 9 às 15:00h, ligue no tel: avisem as Mulheres é de graça Por favor não deixem de compartilhar a outros grupos. #Outubro #Rosa","Today began the appointment of mammograms at Hospital Mário Kroeff, from 9 am to 3 pm, call tel: let the women know it's free. Please don't forget to share it with other groups. #Pink October",misinformation,True,False,False,hospital
"Água quente de abacaxi por favor espalhe !! por favor espalhe !! O professor Chen Huiren, do Hospital Geral do Exército de Pequim, enfatizou que, se todos os que receberem este boletim puderem levar dez cópias para os outros, certamente pelo menos uma vida será salva ... Eu cumpri algumas de minhas responsabilidades, espero que você também consiga .. Obrigado! Água quente de abacaxi pode economizar uma vida inteira Abacaxi quente ~ pode matar células cancerígenas.

Corte 2 a 3 pedaços de abacaxi mais fino em um copo, adicione água quente, será ""água alcalina"", beba todos os dias, é bom para qualquer um. O abacaxi quente libera substâncias anticâncer, que são os últimos avanços no tratamento eficaz do câncer na medicina. A fruta quente de abacaxi tem o efeito de matar cistos e tumores. Comprovado para reparar todos os tipos de câncer. Água quente de abacaxi pode matar todos os germes e toxinas do corpo como resultado de alergias O tipo de medicamento com extrato de abacaxi destrói apenas células violentas , não afeta células saudáveis.

Além disso, aminoácidos e polifenóis de abacaxi no suco de abacaxi podem regular a pressão alta, impedindo efetivamente o bloqueio dos vasos sanguíneos internos, ajustando a circulação sanguínea e reduzindo os coágulos sanguíneos. Depois de ler, conte aos outros, familiares, amigos, Cuide da sua própria saúde. Por favor, não esconda a mensagem ... Espalhe e você salvará a vida.","Pineapple hot water please spread !! please spread it!! Professor Chen Huiren of Beijing Army General Hospital emphasized that if everyone who receives this bulletin can take ten copies with others, surely at least one life will be saved... I have fulfilled some of my responsibilities, I hope that you also get .. Thanks! Pineapple hot water can save a lifetime Hot pineapple ~ can kill cancer cells.

Cut 2 to 3 pieces of thinner pineapple into a cup, add hot water, it will be ""alkaline water"", drink it every day, it's good for anyone. Hot pineapple releases anti-cancer substances, which are the latest advances in effective cancer treatment in medicine. The warm fruit of pineapple has the effect of killing cysts and tumors. Proven to repair all types of cancer. Pineapple hot water can kill all germs and toxins in the body as a result of allergies Pineapple extract type of medicine only destroys violent cells, does not affect healthy cells.

In addition, pineapple amino acids and polyphenols in pineapple juice can regulate high blood pressure, effectively preventing the blockage of internal blood vessels, adjusting blood circulation and reducing blood clots. After reading, tell others, family, friends, Take care of your own health. Please don't hide the message... Spread it and you'll save your life.",misinformation,True,False,False,"high blood pressure, blood pressure, hospital"
Ista žena je preživela Covid-19 u 102. godini i prva primila vakcinu protiv Covid-a-19 u 90. godini,The same woman survived Covid-19 at age 102 and was the first to receive the Covid-19 vaccine at age 90.,misinformation,True,False,False,age
İstanbul Ümraniye Eğitim ve Araştırma Hastanesi’nde koronavirüs tespit edildiği iddiası,The claim that coronavirus was detected in Istanbul Ümraniye Training and Research Hospital,misinformation,True,False,False,hospital
"గాంధీ హాస్పిటల్ లో వందకు పైగా కొరోనా వైరస్ కేసులు నమోదయ్యాయి, నలుగురు మృతి చెందారు.","Gandhi Hospital has reported more than a hundred cases of corona virus, four of which have died.",misinformation,True,False,False,hospital
Voto não é obrigatório para eleitores com mais de 60 anos.,Voting is not mandatory for voters over 60 years of age.,misinformation,False,False,True,age
İstanbul Çapa Tıp Fakültesi’nde bir kişinin koronavirüs tanısıyla karantinaya alındığı iddiası,The allegation that a person was quarantined with a diagnosis of coronavirus at Istanbul Capa Medical Faculty,misinformation,True,False,False,diagnosis
"Dolores Cahill: ""A razlog zašto to kažem je zato što sam 25 godina istraživala imuni sistem, i postoji ogroman problem vezano za pravljenje RNK vakcina protiv RNK virusa, jer tokom 20 od 40 godina ispitivanja tih vakcina na životinjama dešavalo se da jedna trećina, nekada polovina, a nekada sve životinje su se ili ozbiljno razbolele ili su uginule. Takođe su neke od ovih RNK vakcina testirali na ljudima, deci i bebama, i u nekim slučajevima je polovina dece zbog ozbiljnih oštećenja završilo u bolnici, a u jednom slučaju, dve bebe od ukupno 35 tokom studije je umrlo. Tako da neželjene posledice i smrtni slučajevi tokom posljednjih 20 godina vezano za RNK vakcine su bile očigledno jako loše da su do sada odobrili NULA vakcina za korona virus""","Dolores Cahill: “And the reason I say that is because I’ve been researching the immune system for 25 years, and there’s a huge problem with making RNA vaccines against RNA viruses, because during 20 out of 40 years of testing those vaccines on animals it happened that one-third Some of these RNA vaccines have also been tested on humans, children and babies, and in some cases half of the children ended up in hospital due to severe damage, and in one case, two babies from a total of 35 died during the study. So the side effects and deaths over the last 20 years related to RNA vaccines have obviously been so bad that they have so far approved a ZERO coronavirus vaccine. """,misinformation,True,False,False,hospital
Advertencia de la viróloga del Hospital Clínico de Málaga sobre la variante Delta de coronavirus,Warning from the virologist at the Hospital Clínico de Málaga on the Delta variant of coronavirus,misinformation,True,False,False,hospital
"Bernie Sanders ""s not leading me with black voters under the age — look, just all I know is, I am leading everybody, combined, with black voters.""","Bernie Sanders ""s not leading me with black voters under the age — look, just all I know is, I am leading everybody, combined, with black voters.""",misinformation,True,False,False,age
Vídeo de leitos de covid-19 vazios em hospital mostra a realidade da pandemia de coronavírus no Brasil,Video of empty covid-19 beds in a hospital shows the reality of the coronavirus pandemic in Brazil,misinformation,True,False,False,hospital
"Ο κορωνοϊός έχει αποδειχθεί ότι είναι λιγότερο επικίνδυνος από τον ιό της γρίπης, όπως προκύπτει από τα δεδομένα θνησιμότητας στο γενικό πληθυσμό.","Coronavirus has been shown to be less dangerous than the influenza virus, as shown by mortality data in the general population.",misinformation,True,False,False,mortality
"COVID-19 mortality rates are very low, therefore COVID-19 is not an important public health concern; if you are 70+ years old, you have a 0.054% chance of dying from COVID-19","COVID-19 mortality rates are very low, therefore COVID-19 is not an important public health concern; if you are 70+ years old, you have a 0.054% chance of dying from COVID-19",misinformation,True,False,False,mortality
Irã lança mísseis contra Base Americana no Iraque. Trump promete reduzir o Irã à idade da pedra. China e Rússia se movimentam.,Iran launches missiles at US base in Iraq. Trump promises to reduce Iran to the stone age. China and Russia move.,misinformation,False,False,True,age
"Koronavirus je zapravo dimna zavjesa kako bi se prikrila, zataškala sve veća smrtnost od prave globalne epidemije - chemtrailsa pluća","The coronavirus is actually a smokescreen to cover up, cover up the growing mortality rate from a real global epidemic - lung chemtrails",misinformation,True,False,False,mortality
Murió el médico que atendió al primer paciente de COVID-19 en Cartagena,The doctor who treated the first COVID-19 patient in Cartagena died,misinformation,True,False,False,patient
"Smrtnost cijepljenih u Izraelu je višestruko veća nego je smrtnost opće populacije, a posebno je visoka kod mlađih od 65 godina! U Izraelu više od 200 puta. Pogođeni su ljudi sa SRČANIM PROBLEMIMA (1), a od kovid-19 obolijevaju upravo CIJEPLJENI (2)!","Vaccination mortality in Israel is many times higher than the mortality of the general population, and it is especially high among those under 65! In Israel more than 200 times. People with HEART PROBLEMS (1) have been affected, and the vaccinated (2) are suffering from kovid-19!",misinformation,True,False,False,mortality
Lekarze w USA dostają 13 tys. dolarów za pacjenta z diagnozą Covid-19,"Doctors in the US receive 13,000. dollars per patient diagnosed with Covid-19",misinformation,True,False,False,patient
44 Orang Tenaga Kesehatan Positif Covid di RS Tipe B Parepare,44 Health Workers Positive for Covid at Type B Hospital Parepare,misinformation,True,False,False,hospital
Dua Perawat di RS Sardjito Terjangkit Virus Corona,Two Nurses at Sardjito Hospital Infected with Corona Virus,misinformation,True,False,False,hospital
Rumah Sakit Kanusojo Balikpapan Telah Menerima Pasien Positif Virus Corona,Kanusojo Hospital Balikpapan Has Received Positive Corona Virus Patients,misinformation,True,False,False,hospital
Video “Kisah pilu dari ITALY IBU nya meninggal pasien COVID-19”,"Video ""A sad story from ITALY, his mother died of a COVID-19 patient""",misinformation,True,False,False,patient
Un visuel prouvant l'absence de surmortalité due au Covid-19,A visual proving the absence of excess mortality due to Covid-19,misinformation,True,False,False,mortality
"Γιατροί πιέζονται να γράφουν την COVID-19 στα πιστοποιητικά θανάτου, χωρίς ωστόσο αυτή να αποτελεί την κύρια αιτία θανάτου. Ακόμη, η Medicare δίνει 13 χιλιάδες δολάρια στα νοσοκομεία για κάθε ασθενή θετικό στην COVID-19 ενώ όταν κάποιος ασθενής χρειαστεί μηχανική υποστήριξη αναπνοής το νοσοκομειακό ίδρυμα στο οποίο νοσηλεύεται παίρνει 40 χιλιάδες δολάρια. Έτσι τα νοσοκομεία ""χρεώνουν"" περισσότερους ασθενείς θετικούς σε COVID-19 με σκοπό το κέρδος.","Doctors are being pressured to write COVID-19 on death certificates, but this is not the main cause of death. Medicare also gives $ 13,000 to hospitals for every COVID-19-positive patient, and when a patient needs mechanical breathing support, the hospital where he or she is being treated receives $ 40,000. Thus, hospitals ""charge"" more COVID-19 positive patients for profit.",misinformation,True,False,False,"hospital, patient"
Un graphique montre le très faible impact du Covid-19 en termes de mortalité,A graph shows the very low impact of Covid-19 in terms of mortality,misinformation,True,False,False,mortality
Video de paciente con coronavirus en Paraguay,Video of a patient with coronavirus in Paraguay,misinformation,True,False,False,patient
Video de un paciente con coronavirus en Argentina,Video of a patient with coronavirus in Argentina,misinformation,True,False,False,patient
Hospital Ramón y Cajal de Madrid con bolsas con fallecidos por coronavirus COVID-19,Ramón y Cajal Hospital in Madrid with bags with deaths from COVID-19 coronavirus,misinformation,True,False,False,hospital
Paciente con coronavirus en Chiapas,Patient with coronavirus in Chiapas,misinformation,True,False,False,patient
Hospital saturado en Italia por coronavirus,Hospital saturated in Italy by coronavirus,misinformation,True,False,False,hospital
Estudo Italiano mostra que o uso de hidroxicloroquina em pacientes hospitalizados com covid-19 está associado à redução da mortalidade,Italian study shows that the use of hydroxychloroquine in hospitalized patients with covid-19 is associated with reduced mortality,misinformation,True,False,False,mortality
Un hôpital lyonnais a constaté une hausse des AVC chez des patients vaccinés contre le Covid-19,A hospital in Lyon has seen an increase in strokes in patients vaccinated against Covid-19,misinformation,True,False,False,hospital
La Commission européenne préconise de repousser l'âge de la retraite à 67 ou 70 ans,The European Commission recommends pushing back the retirement age to 67 or 70,misinformation,True,False,False,age
"""If you go to every hospital in this country and you ask them one question, which is, ‘How would it have been for you last year if every one of your bills were paid at the Medicare rate?’ Every single hospital administrator said they would close.""","""If you go to every hospital in this country and you ask them one question, which is, ‘How would it have been for you last year if every one of your bills were paid at the Medicare rate?’ Every single hospital administrator said they would close.""",misinformation,True,False,False,hospital
"“If you go to every hospital in this country and you ask them one question, which is, ‘How would it have been for you last year if every one of your bills were paid at the Medicare rate?’ Every single hospital administrator said they would close. And the Medicare-for-all bill requires payments to stay at current Medicare rates. So to some extent, we’re supporting a bill that will have every hospital closing.”","“If you go to every hospital in this country and you ask them one question, which is, ‘How would it have been for you last year if every one of your bills were paid at the Medicare rate?’ Every single hospital administrator said they would close. And the Medicare-for-all bill requires payments to stay at current Medicare rates. So to some extent, we’re supporting a bill that will have every hospital closing.”",misinformation,True,False,False,hospital
মাস্ক-বিরোধী ও ভ্যাকসিন-বিরোধী ডাঃ তরুণ কোঠারি মুম্বাইয়ের নায়ার হাসপাতালের ডিন,"Anti-mask and anti-vaccine Dr. Tarun Kothari Dean of Nair Hospital, Mumbai",misinformation,True,False,False,hospital
নদীয়ার কল্যাণীতে এক রোগীর দেহে করোনাভাইরাসের সংক্রমণ ধরা পড়েছে,Coronavirus infection has been detected in a patient in Nadia's Kalyani,misinformation,True,False,False,patient
৪৭ বছর বয়সে মারা গেলেন অভিনেতা ডোয়েন জনসন,Actor Dwayne Johnson has died at the age of 46,misinformation,True,False,False,age
হাসপাতালে শুয়ে থাকা মমতা বন্দ্যোপাধ্যায়ের ছবি পোস্ট করে দাবি 'ভাইরাল ছবিটি অনুযায়ী দিদির চোট লেগেছে তো তার ডান পায়ে তবে ওনার বাম পায়ে প্লাস্টার কেনো?',"Posting a picture of Mamata Banerjee lying in the hospital, she claimed, ""According to the viral picture, Didi was injured in her right leg, but why plaster on her left leg?""",misinformation,True,False,False,hospital
"El ensayo clínico de las vacunas contra la COVID-19 debió hacerse en animales de laboratorios, no en personas. No es una vacuna, es un ensayo en seres humanos.","The clinical trial of COVID-19 vaccines should have been done on laboratory animals, not people. It is not a vaccine, it is a human trial.",misinformation,True,False,False,clinical trial
Washington Post confirma origen del paciente cero del coronavirus era empleado del famoso laboratorio de virología de la ciudad china de Wuhan,The Washington Post confirms the origin of the coronavirus patient zero was an employee of the famous virology laboratory in the Chinese city of Wuhan,misinformation,True,False,False,patient
