claim,claim_en,verdict,train_mask,val_mask,test_mask
"A PATENTE DA VACINA CONTRA CORONA VIRUS PERTENCE À BILL GATES ! ""CORONAVIRUS CHEGA AO BRASIL PATENTEADO POR BILL GATES?"".","THE PATENT FOR THE VACCINE AGAINST CORONA VIRUS BELONGS TO BILL GATES! ""CORONAVIRUS ARRIVES IN BRAZIL PATENTED BY BILL GATES?"".",misinformation,True,False,False
"Άρθρα που κυκλοφορούν υποστηρίζουν πως ο κοροναϊός 2019-nCoV είχε πατενταριστεί στο παρελθόν, άρα είναι ανθρώπινο κατασκεύασμα και σε αυτό εμπλέκεται το ίδρυμα Bill & Melinda Gates.","Published articles claim that the coronavirus 2019-nCoV was patented in the past, so it is a man-made product and the Bill & Melinda Gates Foundation is involved in it.",misinformation,True,False,False
Bill Gates es el propietario de la patente de la nueva cepa del coronavirus,Bill Gates is the owner of the patent of the new strain of the coronavirus,misinformation,True,False,False
Билл Гейтс задержан как создатель коронавируса,Bill Gates arrested as the creator of the coronavirus,misinformation,True,False,False
منشور حول علاقة فايروس كورونا بمؤسس شركة مايكروسوفت، بيل غيتس.,"A post about the relationship of the Corona virus with the founder of Microsoft, Bill Gates.",misinformation,True,False,False
"Photos show a 1,000-bed advance hospital has been constructed in days at Rajasthan to tackle the Coronavirus outbreak.","Photos show a 1,000-bed advance hospital has been constructed in days at Rajasthan to tackle the Coronavirus outbreak.",misinformation,False,True,False
Video of the new hospital set up by China for Coronavirus patients,Video of the new hospital set up by China for Coronavirus patients,misinformation,False,True,False
الصين تبني: مستشفى للمصابين بفايروس كورونا في 48 ساعة فقط، وأول مبنى لمستشفى للمصابين بفايروس كورونا تم إنجازه في 16 ساعة فقط، ومبنى ضخم تم بناؤه كمستشفى للمصابين بفايروس كورونا في أربعة أيام.,"China builds: a hospital for people infected with Corona virus in just 48 hours, and the first building for a hospital for people infected with Corona virus was completed in only 16 hours, and a huge building was built as a hospital for people infected with Corona virus in four days.",misinformation,False,True,False
إقليم كتالونيا الإسباني يقرر تدريس الإسلام في المدارس.,The Spanish province of Catalonia decides to teach Islam in schools.,misinformation,True,False,False
أردوغان: قد نلجأ إلى عملية عسكرية أخرى إذا لم يتم حل الوضع في إدلب بشكل سريع.,Erdogan: We may resort to another military operation if the situation in Idlib is not resolved quickly.,misinformation,True,False,False
صورة تاريخية نادرة لاقتحام الكونغرس الأميركي على يد الاحتلال البريطاني في عام 1814.,A rare historical photo of the storming of the US Congress by the British occupation in 1814.,misinformation,False,False,True
Türkiye’nin koronavirüsle mücadele için Filistin’e 5 milyon dolar yardımda bulunduğu iddiası,Turkey's claim to provide 5 million dollars aid to Palestine to fight coronavirus,misinformation,True,False,False
"تركيا تقدم مساعداتٍ إنسانيّةٍ طبيّة إلى دولة الاحتلال لمواجهة فايروس كورونا المستجد ""كوفيد19"".","Turkey provides medical humanitarian aid to the occupying country to confront the emerging corona virus ""Covid 19"".",misinformation,True,False,False
صورة طفلة تبتسم من فيضانات السودان.,A picture of a girl smiling from the floods of Sudan.,misinformation,True,False,False
"Says of President Donald Trump’s actions on the coronavirus: “No. 1, he fired the pandemic team two years ago. No. 2, he's been defunding the Centers for Disease Control.”","Says of President Donald Trump’s actions on the coronavirus: “No. 1, he fired the pandemic team two years ago. No. 2, he's been defunding the Centers for Disease Control.”",factual,True,False,False
"Desinfektionsmittel gegen Corona verabreichen? Mit diesem Vorschlag hat US-Präsident Donald Trump unlängst für Unverständnis und Empörung gesorgt. Einen Tag später nannte er seine Worte zwar ""Sarkasmus"", doch da waren in den sozialen Netzwerken längst zustimmende Beiträge unterwegs. Bei Facebook heißt es, das Desinfektionsmittel Chlordioxid töte Viren binnen Sekunden ab - auch wenn es in den Körper injiziert werde","Administering disinfectants against corona? With this proposal, US President Donald Trump recently caused incomprehension and outrage. A day later he called his words ""sarcasm"", but there were positive posts on the social networks for a long time. Facebook says that the disinfectant chlorine dioxide kills viruses within seconds - even if it is injected into the body",factual,True,False,False
ترامب يقترح حقن مرضى فايروس كورونا المستجد بمواد التعقيم المنزلية لشفائهم من المرض.,Trump suggests injecting new coronavirus patients with household disinfectants to cure them of the disease.,factual,True,False,False
"اتفاق الإمارات مع ""إسرائيل"" لتطبيع العلاقات كاملة، أنقذ حلم الدولة الفلسطينية، فقد أوقفت دولة الاحتلال ضم الأراضي الفلسطينية إلى سيادتها.","The UAE's agreement with ""Israel"" to fully normalize relations saved the dream of a Palestinian state, as the occupying power stopped the annexation of Palestinian lands to its sovereignty.",misinformation,False,False,True
مقطع فيديو يُظهر لحظة خروج الرئيس الأميركي دونالد ترامب من البيت الأبيض.,Video clip showing the moment US President Donald Trump left the White House.,misinformation,False,False,True
صورة وزيرة التربية السويسرية مع زوجها عامل النظافة.,"Picture of the Swiss Minister of Education with her husband, a janitor.",misinformation,True,False,False
صور من إعصار غوني المدمر الذي يضرب الفلبين بكامل قوته.,"Pictures from the devastating Typhoon Goni, which hit the Philippines in full force.",misinformation,True,False,False
إسرائيليون يلعبون في المسجد الأقصى,Israelis playing in Al-Aqsa Mosque,misinformation,False,False,True
إسرائيليون يلعبون ويلهون في المسجد الأقصى,Israelis playing and having fun in Al-Aqsa Mosque,misinformation,False,False,True
A video from Assam which shows police manhandling NRC protesters in the state.,A video from Assam which shows police manhandling NRC protesters in the state.,misinformation,False,False,True
رجل أمريكي آخر يلفظ أنفاسه بين يدي الشرطة الأمريكية,Another American man passes his breath in the hands of the American police الشرطة,misinformation,False,False,True
Video showing Delhi Police assaulting a protestor,Video showing Delhi Police assaulting a protestor,misinformation,False,False,True
నిరసనకారుల మీద పోలీసులు కాల్పులు జరుపుతున్న వీడియో.,Video that covers the police on the protesters.,misinformation,False,False,True
Images show police brutality against protesters demanding jobs in Uttar Pradesh in September 2020,Images show police brutality against protesters demanding jobs in Uttar Pradesh in September 2020,misinformation,False,False,True
Video of stone-pelting on police by the protestors in Delhi,Video of stone-pelting on police by the protestors in Delhi,misinformation,False,False,True
"दिल्ली पुलिस को प्रदर्शनकारी को मारपीट करते हुए दिखाया वीडियो| शेमफुल दिल्ली पुलिस, # IndiaAgainstNRC","Video shown to Delhi Police beating up a protester. Shameful Delhi Police, #IndiaAgainstNRC",misinformation,False,False,True
فيديو يصوّر مقتل مواطن أميركي أسمر البشرة، برصاص شرطي خلال التظاهرات الأخيرة في مدينة مينيابوليس.,"A video depicting the killing of a black American citizen, by a policeman, during the recent demonstrations in Minneapolis.",misinformation,False,False,True
اعتزال الفنانة عبلة كامل الفن.,Retirement of the artist Abla Kamel Art.,misinformation,True,False,False
انتهاء جائحة فايروس كورونا المستجد في السعودية بتاريخ 5 شوال القادم.,The end of the new Corona virus pandemic in Saudi Arabia on the 5th of next Shawwal.,misinformation,True,False,False
العالم الألماني يشكك في كيفية انتشار فايروس كورونا، ودراسة له تؤكد أنَّ الفايروس لا يعيش على الأسطح ولا ينتقل عن طريق الملامسة والمصافحة.,"The German scientist questions how the Corona virus spreads, and his study confirms that the virus does not live on surfaces and is not transmitted through touching and handshakes.",factual,True,False,False
"اكتشف أطباء إيطاليون أن ""كورونا"" بكتيريا وليس فايروس، وسبب وفاة المصابين هو جلطات الدم الناتجة عن البكتيريا.","Italian doctors discovered that “Corona” is a bacterium, not a virus, and the cause of death for infected people is blood clots caused by bacteria.",misinformation,True,False,False
Se confirmó primer caso de coronavirus en Bogotá en hospital San Rafael,First case of coronavirus was confirmed in Bogotá at San Rafael hospital,misinformation,True,False,False
تسجيل حالة إصابة بفايروس كورونا في دولة قطر.,A case of coronavirus infection was recorded in the State of Qatar.,misinformation,True,False,False
الطفل حافي القدمين على يمين الصورة هو البروفيسور أوغور شاهين، مؤسس شركة بيوآنتك التي تستعد لإنتاج أحد لقاحات كوفيد-19.,"The barefoot child on the right is Professor Ugur Şahin, founder of BioAntek, which is preparing to produce a COVID-19 vaccine.",misinformation,True,False,False
احتراق 140 عاملة في مصنع بأميركا بعد إغلاق الأبواب عليهن، كان السبب وراء الاحتفال بيوم المرأة العالمي في الثامن من مارس/ آذار من كل عام.,"The burning of 140 workers in a factory in America after closing the doors on them, was the reason behind the celebration of International Women's Day on the eighth of March of each year.",misinformation,True,False,False
صورة لضباط أتراك أُلقي القبض عليهم في منطقة سيناء في مصر.,A photo of Turkish officers arrested in the Sinai region of Egypt.,misinformation,True,False,False
ضبط أسلحة تركية مهربة في ولاية القضارف السودانية في طريقها إلى إثيوبيا.,Seizing smuggled Turkish weapons in the Sudanese state of Gedaref on their way to Ethiopia.,misinformation,True,False,False
الإدارة الأميركية قررت فعلياً إغلاق سفارتها في بغداد.,The US administration has actually decided to close its embassy in Baghdad.,misinformation,True,False,False
مقطع فيديو يوثق لحظة خروج أنثى الفيل من النهر، وهي تنفث الدخان قبل موتها، بعد أكلها أناناساً فيه مفرقعات.,"A video clip documenting the moment a female elephant exits the river, blowing smoke before her death, after eating a pineapple with fireworks in it.",misinformation,True,False,False
"وزير الاقتصاد التركي السابق علي باباجان: ""تركيا على وشك الإفلاس ورصيد الاحتياطي صفر"".",Former Turkish Economy Minister Ali Babacan: “Turkey is on the verge of bankruptcy and the reserve balance is zero.”,misinformation,True,False,False
المسلمون يثورون في وجه السلطات الفرنسية نصرتا الرسول صلى الله عليه أفضل الصلاة والسلام,"Muslims are revolting in the face of the French authorities in support of the Prophet, may God bless him and grant him peace",misinformation,False,True,False
فيديو لمسلمين يثورون في وجه السلطات الفرنسية.,Video of Muslims revolting in the face of the French authorities.,misinformation,False,True,False
"الرسالة الأخيرة لأم وأطفالها قبل سقوط الطائرة الإندونيسية في البحر، حيث التقطت الأم صورة ""سيلفي"" لها مع أطفالها داخل الطائرة وكتبت ""وداعاً للعائلة نحن في طريقنا للمنزل الٱن"".","The last message to a mother and her children before the Indonesian plane crashed into the sea, where the mother took a ""selfie"" picture of her with her children inside the plane and wrote, ""Goodbye family, we're on our way home now.""",misinformation,False,False,True
نشرت مجلة تايم الأميركية صورة لـ ترامب على غلافها واصفةً إياه بأسوأ رئيس في تاريخ أميركا.,"Time magazine published a picture of Trump on its cover, describing him as the worst president in American history.",misinformation,True,False,False
جامعة هارفرد تصنف القرآن الكريم كأفضل كتاب للعدالة,Harvard University ranks the Noble Qur’an as the best book for justice,misinformation,True,False,False
جامعة هارفارد تصنّف القرآن الكريم‬ كأفضل كتاب للعدالة.,Harvard University ranks the Noble Qur’an as the best book of justice.,misinformation,True,False,False
صورة تُظهر الرئيس الأميركي المنتخب جو بايدن بصحبة زوجته، السيدة الأولى.,"Photo showing US President-elect Joe Biden with his wife, the first lady.",misinformation,True,False,False
Koronavirüs sürekli mutasyona uğradığı için aşının işe yaramayacağı iddiası,The claim that the vaccine will not work because the coronavirus is constantly mutating,misinformation,True,False,False
دولة الاحتلال تكتشف لقاحين جديدين لمواجهة فايروس كورونا المستجد (كوفيد-19).,The occupation state discovers two new vaccines to confront the emerging corona virus (Covid-19).,misinformation,True,False,False
The Simpsons predicted the riot at the Capitol,The Simpsons predicted the riot at the Capitol,misinformation,False,False,True
Les Simpson ont prédit les émeutes du Capitole du 6 janvier 2021,"The Simpsons Predicted the Capitol Riots of Jan.6, 2021",misinformation,False,False,True
An episode of ‘The Simpsons’ predicted the Capitol riot on Jan. 6,An episode of ‘The Simpsons’ predicted the Capitol riot on Jan. 6,misinformation,False,False,True
لقطة من مسلسل سيمبسون تنبأت بأحداث اقتحام الكونغرس.,A scene from the Simpsons series predicted the events of the storming of Congress.,misinformation,False,False,True
بعد تهديده بالاحتجاج، أنصار بايدن أمام البيت الأبيض رداً على ترامب، في احتفالية بالنتائج حتى الساعة.,"After threatening to protest, Biden supporters in front of the White House in response to Trump, in celebration of the results so far.",misinformation,True,False,False
مقطع فيديو من جنازة نجم كرة القدم دييغو مارادونا.,Video clip from the funeral of soccer star Diego Maradona.,misinformation,False,False,True
فيديو يُظهر الدمار والفيضانات التي سببها إعصار يضرب الصين والهند واليابان.,"Video showing the devastation and flooding caused by a typhoon hitting China, India and Japan.",misinformation,True,False,False
صورة للطبيب المصري محمد حشاد، وهو يحمل أسطوانة أكسجين في محاولة منه لإنقاذ حياة مصابي فايروس كورونا في إحدى مستشفيات العزل في مصر. وقد توفي بعد إصابته بفايروس كورونا المستجد.,"A picture of the Egyptian doctor, Mohamed Hashad, carrying an oxygen cylinder, in an attempt to save the lives of people infected with the Corona virus in an isolation hospital in Egypt. He died after contracting the emerging corona virus.",misinformation,True,False,False
أصدرت محكمة العدل الدولية حكماً يتعلق بالاستئناف المقدم من السعودية والإمارات والبحرين ومصر، يقضي باختصاص منظمة الطيران المدني الدولي بالنظر في الشكوى المقدمة من قطر ضد الدول الأربع.,"The International Court of Justice issued a ruling in relation to the appeal submitted by Saudi Arabia, the UAE, Bahrain and Egypt, establishing the jurisdiction of the International Civil Aviation Organization to consider the complaint submitted by Qatar against the four countries.",misinformation,True,False,False
الأرجنتين هي أول دولة في أميركا اللاتينية تشرّع الإجهاض.,Argentina is the first country in Latin America to legalize abortion.,misinformation,False,True,False
الشعب الأميركي يسخر من الحكّام العرب الذين طبّعوا مع الاحتلال الإسرائيلي في تظاهرة، حيث يجرّهم ترامب فيها بسلاسل.,"The American people mock the Arab rulers who have normalized with the Israeli occupation in a demonstration, where Trump drags them with chains.",misinformation,True,False,False
Hacen pasar un maniquí por un paciente de coronavirus,They pass a mannequin for a coronavirus patient,misinformation,True,False,False
صور أطباء نائمون من الإرهاق والتعب بعد معالجة مرضى فايروس كورونا.,Pictures of doctors sleeping from exhaustion and fatigue after treating Corona virus patients.,misinformation,True,False,False
صور متظاهرين فرنسيين ضد قانون الأمن الشامل.,Pictures of French demonstrators against the Comprehensive Security Act.,misinformation,False,True,False
صورة للضابطين المثليين في الجيش التركي، هاكان يلمظ ومهند أوغلو، المنضمان لصفوف القوات التركية في ليبيا.,"Portrait of the two gay officers of the Turkish army, Hakan Yilmaz and Muhannadoglu, who are in the ranks of the Turkish forces in Libya.",misinformation,True,False,False
"وافق مجلس النواب الأردني بالأغلبية على تحويل اقتراح مشروع إلغاء اتفاقية الغاز مع ""إسرائيل"" إلى الحكومة.","The Jordanian House of Representatives approved by a majority the transfer of a proposal to cancel the gas agreement with ""Israel"" to the government.",misinformation,True,False,False
Las pruebas PCR de COVID-19 detectan cualquier coronavirus,COVID-19 PCR tests detect any coronavirus,misinformation,True,False,False
Koronavirus COVID-19 je obična prehlada.,The COVID-19 coronavirus is the common cold.,misinformation,True,False,False
منظمة الصحة العالمية تعلن أن أيلول/سبتمبر المقبل موعد توزيع لقاح كورونا في جميع أنحاء العالم.,The World Health Organization announces that next September will be the date for the distribution of the Corona vaccine worldwide.,misinformation,True,False,False
صورة تؤكد أن مطعوم فايروس كورونا المستجد إنتاج تاريخ 02-2019 (شهر فبراير/شباط عام 2019).,An image confirming that the new coronavirus vaccine was produced on 02-2019 (February 2019).,misinformation,True,False,False
المستشارة الألمانية، أنجيلا ميركل، ترد على تصريحات ماكرون عن حريّة التعبير.,German Chancellor Angela Merkel responds to Macron's statements on freedom of expression.,misinformation,False,True,False
صورٌ لتشييع ضباط أتراك قضوا في الهجوم على قاعدة الوطية في ليبيا.,Pictures of the funerals of Turkish officers who died in the attack on the Al-Wattia base in Libya.,misinformation,True,False,False
خروج أكبر ثعبان على كوكب الارض في شواطئ مدينة تورنتو التايلاندية صباح اليوم.,The largest snake on the planet came out in the beaches of the Thai city of Toronto this morning.,misinformation,True,False,False
في عام 1976، في البيت الأبيض ظهر الرئيس جيرالد فورد على الشاشات وهو يتلقى لقاح إنفلونزا الخنازير من أجل التأكيد على فعالية وأمان اللقاح. وبعد حوالي 6 أشهر، اكتُشف أن اللقاح قتل أكتر من 250 ألف أميركي وأن الآلاف أصيبوا بالشلل والسرطان. وأن الرئيس الأميركي تلقى فيتامينات عوضاً عن اللقاح ولم يصب بأذى.,"In 1976, at the White House, President Gerald Ford appeared on screens receiving a swine flu vaccine in order to confirm the vaccine's effectiveness and safety. About 6 months later, it was discovered that the vaccine had killed more than 250,000 Americans and that thousands had contracted paralysis and cancer. And that the American president received vitamins instead of the vaccine, and he was not harmed.",misinformation,True,False,False
"بيان لجماعة الإخوان المسلمين تقول فيه :""فوز بايدن يعني لنا عودة الشرعية في بلدان كثيرة وبالأخص في مصر"".","A statement by the Muslim Brotherhood says: ""Biden's victory means for us the return of legitimacy in many countries, especially in Egypt.""",misinformation,True,False,False
ممرضة تموت مباشرة على الهواء بعد أخذها لقاح فايزر ضد فايروس كورونا.,A nurse dies live on air after receiving the Pfizer vaccine against the Corona virus.,misinformation,True,False,False
في نقابة المثليين في تركيا تم عقد قران يالمظ شركس عضو حزب العدالة والتنمية الحاكم في تركيا، على قوطاي يالمظ. وحضر الحفل نيابة عن أردوغان علي حكمت المتحدث باسم العدالة والتنمية التركي.,"In the LGBT union in Turkey, Ali Gotay Yalmaz, a member of the ruling Justice and Development Party in Turkey, was married. The ceremony was attended on behalf of Erdogan, Ali Hikmet, spokesman for the Turkish Justice and Development.",misinformation,True,False,False
وفاة الطبيبة المصرية حبيبة عبد الغني بفايروس كورونا المستجد (كوفيد_19).,"The death of the Egyptian doctor, Habiba Abdel Ghani, with the emerging corona virus (Covid_19).",misinformation,True,False,False
وفاة الداعية عبلة الكحلاوي بعد إصابتها بفايروس كورونا المستجد (كوفيد_19) في مصر.,The death of preacher Abla Al-Kahlawi after being infected with the emerging corona virus (Covid_19) in Egypt.,misinformation,True,False,False
وفاة الممثلة المصرية حنان سليمان بعد إصابتها بفايروس كورونا المستجد.,"The death of the Egyptian actress, Hanan Suleiman, after contracting the new Corona virus.",misinformation,True,False,False
صور لاحتفالات قطريين بالمصالحة الخليجية في شوارع الدوحة.,Pictures of Qataris celebrating Gulf reconciliation in the streets of Doha.,misinformation,True,False,False
الرئيس الفرنسي إيمانويل ماكرون يُصدر قرارًا بإغلاق المدارس الإسلامية في فرنسا ردًا على إعادة آيا صوفيا إلى مسجد، ليرد عليه الرئيس التركي أردوغان بإغلاق 70 مدرسة فرنسية في تركيا، الأمر الذي دفع ماكرون إلى التراجع عن قراره.,"French President Emmanuel Macron issued a decision to close Islamic schools in France in response to the return of Hagia Sophia to a mosque, to which Turkish President Erdogan responded by closing 70 French schools in Turkey, which prompted Macron to reverse his decision.",misinformation,False,True,False
نحو 700 إلى ألف مسلم يشاركون في أول صلاة بعد افتتاح الرئيس التركي رجب طيب أردوغان مسجد آيا صوفيا الذي كان متحفاً لأكثر من ثمانية عقود.,"About 700 to 1,000 Muslims participate in the first prayer after Turkish President Recep Tayyip Erdogan inaugurated the Hagia Sophia Mosque, which has been a museum for more than eight decades.",misinformation,True,False,False
شفاء أكبر امرأة في العالم من فايروس كورونا المستجد، عمرها 126 عاماً.,"The oldest woman in the world has recovered from the emerging corona virus, at the age of 126 years.",factual,True,False,False
مقطع فيديو يرصد كويكب ضخم يقترب من اصطدام مباشر بالأرض ما يعني تدمير البشرية.,"A video clip that monitors a huge asteroid approaching a direct collision with the Earth, which means the destruction of humanity.",misinformation,False,True,False
وزير الصحة الروسي يبشّر بانتهاء فايروس كورونا المستجدّ (كوفيد-19)، ويعلن جاهزية تسويق اللقاح قبل 10 أغسطس/آب 2020.,"The Russian Minister of Health heralds the end of the emerging coronavirus (Covid-19), and announces the readiness to market the vaccine before August 10, 2020.",misinformation,True,False,False
Girl receiving COVID-19 vaccine shot in viral video is Putins daughter,Girl receiving COVID-19 vaccine shot in viral video is Putins daughter,misinformation,True,False,False
Foto anak perempuan Putin divaksin COVID-19,Photo of Putin's daughter vaccinated against COVID-19,misinformation,True,False,False
ابنة الرئيس الروسي تتلقى اللقاح الذي أعلن عنه فلاديمير بوتين كأول لقاح لفايروس كورونا في العالم.,The daughter of the Russian President receives the vaccine announced by Vladimir Putin as the first vaccine for the Corona virus in the world.,misinformation,True,False,False
ألمانيا: بعد أسبوع من الدخول المدرسي، 100 مدرسة تعلن الإصابة بفايروس كورونا.,"Germany: A week after school entry, 100 schools announce infection with the Corona virus.",misinformation,True,False,False
Multidão marcha em Washington a favor de Trump,Crowd March in Washington for Trump,misinformation,False,False,True
Foto mostra protesto pró-Trump em 6 de janeiro de 2020,"Photo shows pro-Trump protest on January 6, 2020",misinformation,False,False,True
"More than one million people took part in a pro-Donald Trump march in Washington, D.C., on Nov. 14, 2020.","More than one million people took part in a pro-Donald Trump march in Washington, D.C., on Nov. 14, 2020.",misinformation,False,False,True
صور للملايين من أنصار ترامب فى شوارع واشنطن احتجاجاً على نتائج الانتخابات الأميركية.,Pictures of millions of Trump supporters in the streets of Washington to protest the results of the American elections.,misinformation,False,False,True
سينتشر فيروس كورونا من الملابس المستعملة المستوردة من دول أوروبا وذلك لحملها لفيروس كورونا الجديد,The Corona virus will spread from used clothes imported from European countries to carry the new Corona virus,misinformation,True,False,False
Les Simpson ont prédit l'arrivée du nouveau coronavirus,The Simpsons predicted the arrival of the new coronavirus,misinformation,True,False,False
Simpsons previram coronavírus em 1993,Simpsons predicted coronavirus in 1993,misinformation,True,False,False
El coronavirus se conocía desde el año 2003,The coronavirus has been known since 2003,misinformation,True,False,False
Estas são algumas das formas de contágio do novo coronavírus,These are some of the ways in which the new coronavirus can be spread,misinformation,True,False,False
"Es ist für viele ein Schrecken, dass das Coronavirus unser alltägliches Leben so verändert. Über soziale Netzwerke wird derzeit verbreitet, der französische Arzt und Apotheker Nostradamus (1503 bis 1566) habe die Pandemie schon vor Jahrhunderten vorhergesagt.

Nostradamus soll demnach schon im Jahr 1551 prophezeit haben: ""Es wird ein Zwillingsjahr 2020 geben, aus dem eine Königin (Korona) aus dem Osten (China) kommen wird und die in der Dunkelheit der Nacht eine Pest auf einem Land verbreiten wird mit 7 Hügeln (Italien) und wird das Zwielicht der Menschen in Staub verwandeln, um die Welt zu zerstören und zu zerstören. Es wird das Ende der Weltwirtschaft sein, wie Sie es kennen.""","For many, it is a horror that the coronavirus is changing our everyday lives so. It is currently being spread via social networks that the French doctor and pharmacist Nostradamus (1503 to 1566) predicted the pandemic centuries ago.

Nostradamus is said to have prophesied as early as 1551: ""There will be a twin year 2020, from which a queen (corona) will come from the east (China) and who will spread a plague in the darkness of the night on a land with 7 hills (Italy) and will turn people's twilight to dust to destroy and destroy the world. It will be the end of the world economy as you know it. """,misinformation,True,False,False
Mais uma vez os Simpsons prevendo o futuro!! - Año 1993 temporada 4 capítulo 21 - Corona virus,Once again the Simpsons predicting the future!! - 1993 season 4 chapter 21 - Corona virus,misinformation,True,False,False
Coronavirus is round the edge in the United States as claimed by Donald Trump,Coronavirus is round the edge in the United States as claimed by Donald Trump,misinformation,True,False,False
“Coronavirus quickly spread around the world as early as October 2019”,“Coronavirus quickly spread around the world as early as October 2019”,misinformation,True,False,False
لكي يصاب الإنسان بكورونا يجب أن يصاب ب٧٠ مليار فيروس,"In order for a person to become infected with Corona, he must be infected with 70 billion viruses",misinformation,True,False,False
تنبأ مسلسل عائلة سيمبسون الأمريكي بتفشّي فايروس كورونا في إحدى حلقاته التي بُثت عام 1993.,"The American series The Simpsons predicted the outbreak of the Corona virus in one of its episodes, which was broadcast in 1993.",misinformation,True,False,False
"""No ano 1993, o desenho Os Simpsons previu uma contaminação viral, semelhante ao Coronavírus, a partir do Japão”.","""In 1993, The Simpsons cartoon predicted a viral infection, similar to Coronavirus, from Japan.""",misinformation,True,False,False
"Bei Facebook wird ein aus vier Kacheln zusammengesetztes Bild gepostet. Es zeigt laut Überschrift Ausschnitte einer 1993 veröffentlichten Folge der US-Zeichentrickserie ""Die Simpsons"". Unter anderem ist ein Nachrichtensprecher vor einem Bild mit der Aufschrift ""CORONA VIRUS"" zu sehen","A picture composed of four tiles is posted on Facebook. According to the headline, it shows excerpts from an episode of the US animated series ""The Simpsons"" published in 1993. Among other things, a newscaster can be seen in front of a picture that reads ""CORONA VIRUS""",misinformation,True,False,False
La curva de contagio de coronavirus en Venezuela ha sido la más rápida del mundo,The coronavirus contagion curve in Venezuela has been the fastest in the world,misinformation,True,False,False
The Simpsons Çin'de ortaya çıkan koronavirüsü önceden bildi mi?,Did The Simpsons foreshadow the coronavirus emerging in China?,misinformation,True,False,False
The novel Coronavirus pandemic fits a pattern of viral outbreaks that occur every 100 years.,The novel Coronavirus pandemic fits a pattern of viral outbreaks that occur every 100 years.,misinformation,True,False,False
مقطع فيديو أرسلته الحكومة الألمانية إلى مواطنيها، عن كيفية انتشار فايروس كورونا سريعاً.,"A video clip sent by the German government to its citizens, on how the Corona virus spreads quickly.",misinformation,True,False,False
مقطع فيديو لتبادل إطلاق نار كثيف في محافظة مأرب اليمنية.,A video clip of a heavy exchange of fire in the Yemeni province of Ma'rib.,misinformation,False,False,True
“President-elect Biden steps down as president-elect.”,“President-elect Biden steps down as president-elect.”,misinformation,True,False,False
المرشح الرئاسي الأميركي جو بايدن للانتخابات القادمة أمام الرئيس الحالي دونالد ترامب يستغرق في النوم خلال مقابلة تلفزيونية.,US presidential candidate Joe Biden for the upcoming elections in front of incumbent President Donald Trump falls asleep during a television interview.,misinformation,True,False,False
إعدام أي شخص يصاب بفايروس كورونا في كوريا الشمالية.,Execution of anyone infected with the Corona virus in North Korea.,misinformation,True,False,False
فيديو لإيطاليين وهم يصلون خلف المسلمين من أجل أن يرفع الله عنهم بلاء فايروس كورونا.,A video of Italians praying behind Muslims in order for God to lift the scourge of the Corona virus from them.,misinformation,True,False,False
"The provisional application for system and method for testing Covid-19 was already filed in 2015, 5 years before coronavirus pandemic.","The provisional application for system and method for testing Covid-19 was already filed in 2015, 5 years before coronavirus pandemic.",misinformation,True,False,False
تنبأ فيلم كابتن أميركا الذي أنتج عام 2011، بفايروس كورونا المستجد (كوفيد_19) في لوحة إعلانية ظهرت في مشهد بالتايم سكوير خلال خاتمة الفيلم.,The 2011 movie Captain America predicted the emerging coronavirus (Covid_19) in a billboard that appeared in a scene in Time Square during the film's conclusion.,misinformation,True,False,False
Video Infectan con coronavirus a cientos de monos para encontrar la vacuna,Video Hundreds of monkeys are infected with coronavirus to find the vaccine,misinformation,True,False,False
"""PLANDEMIE"" : le coronavirus sert a réalisé une campagne de vaccination de massage","""PLANDEMIC"": the coronavirus is used for a massage vaccination campaign",misinformation,True,False,False
A cobaia do Doria que tomou a vacina chinesa contra o novo coronavírus.,Doria's guinea pig that took the Chinese vaccine against the new coronavirus.,misinformation,True,False,False
Vacina de Oxford já tem comprovação científica no combate e imunização do coronavírus,Oxford vaccine already has scientific proof in combating and immunizing the coronavirus,misinformation,True,False,False
منظمة الصحة العالمية تعلن رسمياً: لقاح جامعة أوكسفورد البريطانية المضاد لفايروس كورونا المستجد أثبت فعاليته.,The World Health Organization officially announces: The British University of Oxford's vaccine against the emerging corona virus has proven effective.,misinformation,True,False,False
.حادث مروري وقع في بلدة السكسكية بقضاء صيدا جنوب لبنان، بتاريخ يوم الأحد 20 سبتمبر/أيلول الجاري,"A traffic accident occurred in the town of Al-Sakkiah in the Sidon District, south of Lebanon, on Sunday, September 20th",misinformation,True,False,False
سي إن إن: الأردن أثبت أنه يمتلك أفضل نظام طبي وإدارة أزمات في العالم.,CNN: Jordan has proven that it has the best medical and crisis management system in the world.,misinformation,True,False,False
أربعة وزراء جدد للداخلية والتعليم والصحة والمواصلات فى فرنسا يقسمون اليمين أمام الرئيس السيسي فى حضور ماكرون وزوجته فى الإليزيه.,"Four new ministers of the interior, education, health and transportation in France swear an oath before President Sisi in the presence of Macron and his wife at the Elysee.",misinformation,True,False,False
صورة الفتاة أحلام التي قتلت في الأردن.,A picture of the girl Ahlam who was killed in Jordan.,misinformation,True,False,False
صورة للرئيس الفرنسي إيمانويل ماكرون خلال زيارته إلى لبنان.,Photo of French President Emmanuel Macron during his visit to Lebanon.,misinformation,False,True,False
